fixture_id,over,narrative
59282,0.1,"Abhishek Sharma and Travis Head are batting for Sunrisers Hyderabad with 113 runs required off 119 balls.
Abhishek Sharma is on 0 off 1 balls with a strike rate of 0.0, while Travis Head is on 0 from 0 balls.
The bowler, Mitchell Starc, has taken 0 wickets already in this match.
The required run rate is 5.7, while the current run rate is 0.0.
There are 10 wickets in hand. The last two balls were 0,0."
